dep_airport,arr_airport,dep_date_time,fuel_gallons,tail_number
SBD,LAS,5/10/24,380,N88WR
VNY,LAS,5/10/24,290,N88WR
LAS,ONT,5/12/24,370,N88WR
ONT,LAS,5/13/24,280,N88WR
DAL,LAS,5/15/24,840,N88WR
LAS,DAL,5/15/24,3800,N88WR
LAS,SNA,5/16/24,320,N88WR
SNA,LAS,5/17/24,370,N88WR
LAS,VNY,5/20/24,380,N88WR
VNY,LAS,5/20/24,500,N88WR
LAS,LAX,5/21/24,470,N88WR
LAX,LAS,5/21/24,390,N88WR
LAS,RIL,5/22/24,430,N88WR
LAS,VNY,5/22/24,500,N88WR
RIL,LAS,5/22/24,400,N88WR
VNY,LAS,5/22/24,350,N88WR
ASE,LAS,5/24/24,690,N88WR
LAS,ASE,5/24/24,410,N88WR
EWR,LAS,5/27/24,1800,N88WR
LAS,EWR,5/27/24,1600,N88WR
LAS,BUR,5/28/24,410,N88WR
FXE,TLH,6/1/23,370,N898CE
TLH,FXE,6/1/23,430,N898CE
TLH,LEE,6/2/23,390,N898CE
LEE,TLH,6/6/23,420,N898CE
FHU,TLH,6/7/23,990,N898CE
TLH,FHU,6/7/23,1100,N898CE
TLH,TMB,6/16/23,520,N898CE
TMB,TLH,6/16/23,390,N898CE
TLH,TPA,6/21/23,210,N898CE
TPA,TLH,6/21/23,250,N898CE
TLH,MIA,6/24/23,450,N898CE
MHT,TLH,7/2/23,810,N898CE
TLH,MHT,7/2/23,790,N898CE
TLH,PNS,7/10/23,160,N898CE
PNS,TLH,7/12/23,170,N898CE
TLH,FXE,7/13/23,400,N898CE
FXE,TLH,7/14/23,380,N898CE
MFE,EGP,7/16/23,240,N898CE
TLH,MFE,7/16/23,710,N898CE
EGP,MFE,7/17/23,240,N898CE
MFE,TLH,7/19/23,630,N898CE
TLH,TMB,7/21/23,540,N898CE
TMB,TLH,7/21/23,440,N898CE
MCO,TLH,7/26/23,230,N898CE
TLH,MCO,7/26/23,220,N898CE
TLH,UST,7/30/23,170,N898CE
UST,TLH,8/1/23,410,N898CE
TLH,MCO,8/7/23,260,N898CE
MCO,PBI,8/14/23,210,N898CE
PBI,TLH,8/14/23,390,N898CE
TLH,JAX,8/27/23,220,N898CE
TLH,OCF,8/29/23,440,N898CE
OCF,MCO,8/31/23,240,N898CE
OCF,TLH,9/8/23,260,N898CE
TLH,OCF,9/8/23,440,N898CE
TLH,HPN,9/10/23,690,N898CE
HPN,TLH,9/11/23,700,N898CE
TLH,UST,9/17/23,320,N898CE
UST,TLH,9/18/23,360,N898CE
TLH,TPA,10/15/23,360,N898CE
TPA,TLH,10/15/23,360,N898CE
SRQ,TLH,10/19/23,260,N898CE
TLH,SRQ,10/19/23,240,N898CE
MIA,TLH,10/20/23,470,N898CE
TLH,MIA,10/20/23,470,N898CE
JAX,TLH,10/24/23,420,N898CE
MCO,TLH,10/24/23,290,N898CE
FLL,TLH,10/28/23,470,N898CE
TLH,FLL,10/29/23,320,N898CE
TLH,LEE,10/29/23,210,N898CE
LEE,TLH,11/18/23,300,N898CE
TLH,MCO,11/27/23,240,N898CE
TLH,CTY,2/9/24,290,N898CE
CTY,FMY,2/13/24,240,N898CE
ORL,TLH,2/15/24,330,N898CE
TLH,PHK,2/17/24,290,N898CE
PHK,TLH,2/18/24,380,N898CE
TLH,DAB,2/19/24,350,N898CE
DAB,TLH,2/20/24,290,N898CE
LOU,SPA,2/20/24,260,N898CE
SPA,CAE,2/20/24,350,N898CE
TLH,LOU,2/20/24,350,N898CE
SSI,FDK,2/22/24,450,N898CE
ORL,ECP,2/23/24,280,N898CE
VNY,SAD,2/23/24,830,N898CE
CDC,CDW,2/28/24,2000,N898CE
TLH,CLW,2/28/24,300,N898CE
CTY,LAL,2/29/24,340,N898CE
CLW,CTY,3/4/24,530,N898CE
LAL,CLW,3/4/24,280,N898CE
BOW,CTY,3/17/24,430,N898CE
BOW,FPY,3/18/24,280,N898CE
NMC,WTD,3/20/24,350,N898CE
OBE,CTY,3/20/24,360,N898CE
BPT,AUS,3/25/24,450,N898CE
TLH,CRG,3/25/24,350,N898CE
EYE,CRG,3/26/24,1000,N898CE
TLH,LEE,3/27/24,260,N898CE
LLY,OCE,3/28/24,8800,N898CE
CTY,PGD,4/1/24,320,N898CE
PGD,OCF,4/2/24,250,N898CE
BOW,SEF,4/4/24,400,N898CE
SEF,TLH,4/8/24,360,N898CE
TLH,SUA,4/9/24,280,N898CE
PIE,TLH,4/10/24,420,N898CE
TLH,PIE,4/10/24,360,N898CE
ORL,FPY,4/25/24,330,N898CE
VNY,FTW,4/25/24,880,N898CE
APF,TLH,4/26/24,340,N898CE
FPY,APF,4/26/24,340,N898CE
APF,TLH,4/27/24,320,N898CE
TLH,APF,4/27/24,390,N898CE
PBI,OPF,4/29/24,220,N898CE
TLH,PBI,4/29/24,340,N898CE
OPF,TPA,4/30/24,230,N898CE
TPA,TLH,4/30/24,330,N898CE
TLH,AVO,5/1/24,360,N898CE
GNV,TLH,5/8/24,630,N898CE
TLH,GNV,5/8/24,520,N898CE
ECP,TLH,5/9/24,320,N898CE
TLH,ECP,5/9/24,490,N898CE
ECP,TLH,5/10/24,430,N898CE
TLH,ECP,5/10/24,450,N898CE
TLH,MIA,5/13/24,280,N898CE
MIA,PBI,5/14/24,360,N898CE
PBI,TLH,5/14/24,320,N898CE
MCO,TLH,5/16/24,380,N898CE
MIA,MCO,5/16/24,250,N898CE
TLH,MIA,5/16/24,310,N898CE
FLL,ISM,5/23/24,320,N898CE
ISM,TLH,5/23/24,250,N898CE
TLH,FLL,5/23/24,320,N898CE
TLH,ISM,5/23/24,310,N898CE
ISM,TLH,5/24/24,250,N898CE
MMU,PBI,11/13/23,1000,N898TS
PBI,MMU,11/13/23,740,N898TS
MMU,GIG,11/16/23,3400,N898TS
GIG,GRU,11/21/23,420,N898TS
GRU,GRU,11/27/23,3000,N898TS
TPA,MCI,11/27/23,610,N898TS
MCI,STN,11/30/23,2600,N898TS
BGR,MCI,12/1/23,890,N898TS
STN,BGR,12/1/23,2800,N898TS
GRB,MCI,12/3/23,390,N898TS
MCI,GRB,12/3/23,590,N898TS
MCI,MMU,12/5/23,810,N898TS
MMU,MCI,12/10/23,770,N898TS
MCI,MMU,12/12/23,990,N898TS
MMU,MCI,12/18/23,730,N898TS
MCI,BNA,12/26/23,340,N898TS
BNA,MCI,5/4/24,590,N898TS
MCI,STN,5/4/24,3300,N898TS
STN,CDG,5/4/24,400,N898TS
LAS,BUR,7/3/23,400,N900KS
LIN,QLT,7/22/23,5900,N900KS
NAP,QLT,7/31/23,3900,N900KS
VNY,FOK,8/5/23,2400,N900KS
IAD,FOK,8/11/23,610,N900KS
FOK,LBG,8/13/23,3300,N900KS
LBG,GOA,8/30/23,380,N900KS
EXT,GOA,9/5/23,680,N900KS
GOA,QLT,9/5/23,760,N900KS
GOA,QLT,9/7/23,590,N900KS
LBG,BZZ,9/15/23,450,N900KS
BZZ,LBG,9/20/23,430,N900KS
LBG,GOA,9/22/23,650,N900KS
FAB,GOA,10/4/23,540,N900KS
GOA,QLT,10/4/23,840,N900KS
GOA,QLT,10/6/23,1000,N900KS
GOA,QLT,10/11/23,610,N900KS
ESH,OLB,10/17/23,770,N900KS
VNY,TEB,11/14/23,2100,N900KS
TEB,LBG,11/15/23,4100,N900KS
VNY,TEB,12/5/23,2300,N900KS
TEB,VNY,12/6/23,2400,N900KS
PHL,TEB,12/17/23,270,N900KS
TEB,PHL,12/17/23,250,N900KS
VNY,TEB,12/17/23,2800,N900KS
TEB,FOK,12/25/23,250,N900KS
FOK,TEB,12/31/23,260,N900KS
IAD,TEB,1/4/24,310,N900KS
TEB,IAD,1/4/24,330,N900KS
IAD,VNY,1/5/24,2100,N900KS
VNY,SJC,1/11/24,390,N900KS
SJC,CMA,1/15/24,680,N900KS
SJC,VNY,1/15/24,690,N900KS
VNY,MPZ,3/11/24,1400,N900KS
MPZ,CCZ,3/12/24,1100,N900KS
CCZ,WTD,3/16/24,940,N900KS
ILG,IAD,3/18/24,610,N900KS
IAD,TTN,3/19/24,430,N900KS
BIH,SZP,3/26/24,490,N900KS
TTN,BIH,3/26/24,2400,N900KS
VNY,YUM,3/28/24,650,N900KS
YUM,PHX,3/28/24,460,N900KS
PHX,VNY,3/29/24,430,N900KS
VNY,AFW,4/7/24,1300,N900KS
AFW,VNY,5/18/24,1100,N900KS
TEB,NEW,5/24/24,1200,N900KS
VNY,TEB,5/24/24,2600,N900KS
CAD,UCY,5/25/24,290,N900KS
NEW,FOK,5/25/24,1500,N900KS
GJT,ORL,6/3/23,1900,N921MT
ORL,CEF,6/3/23,1200,N921MT
CEF,ORL,6/10/23,950,N921MT
ORL,EWR,6/13/23,920,N921MT
BTV,SWF,7/24/23,300,N921MT
TEB,BTV,7/28/23,330,N921MT
BTV,TEB,7/30/23,460,N921MT
BDU,GJT,8/1/23,310,N921MT
BUR,BKF,8/1/23,830,N921MT
GJT,FOK,8/2/23,500,N921MT
FOK,TEB,8/6/23,290,N921MT
TEB,ORL,8/9/23,840,N921MT
ORL,FXE,8/11/23,360,N921MT
BCT,MCO,8/16/23,320,N921MT
EWR,ORL,8/31/23,800,N921MT
ORL,GJT,9/1/23,1600,N921MT
FXE,GJT,9/3/23,1500,N921MT
GJT,ORL,9/14/23,1800,N921MT
ORL,JZI,9/19/23,440,N921MT
JZI,EWR,9/21/23,1100,N921MT
LAX,PBI,9/24/23,1700,N921MT
BOI,TEB,9/27/23,1800,N921MT
EGE,FCS,9/27/23,300,N921MT
FCS,EGE,9/27/23,250,N921MT
FCS,JAX,9/28/23,500,N921MT
TEB,FCS,9/28/23,170,N921MT
EGE,CEF,9/29/23,1700,N921MT
JAX,EGE,9/29/23,1600,N921MT
CEF,GJT,10/13/23,500,N921MT
GJT,ORL,10/13/23,1900,N921MT
ORL,EWR,10/15/23,740,N921MT
EWR,PUB,10/17/23,1500,N921MT
LSV,SNA,10/17/23,340,N921MT
PUB,LSV,10/17/23,520,N921MT
BOI,ORL,10/19/23,1900,N921MT
SNA,BOI,10/19/23,630,N921MT
ORL,SAT,10/23/23,980,N921MT
SAT,EWR,10/28/23,610,N921MT
EWR,ORL,10/31/23,920,N921MT
ORL,GJT,11/4/23,1600,N921MT
GJT,EWR,11/10/23,2000,N921MT
EWR,COF,12/9/23,810,N921MT
ORL,GJT,12/16/23,1600,N921MT
GJT,EWR,12/19/23,1900,N921MT
TEB,BRN,12/26/23,3600,N921MT
BRN,ZRH,1/2/24,3600,N921MT
EWR,ORL,1/5/24,1100,N921MT
ATL,LNA,1/12/24,310,N921MT
ORL,MMU,1/15/24,850,N921MT
ORL,TEB,1/18/24,870,N921MT
RIL,BDU,3/7/24,1100,N921MT
HPN,ZSA,3/16/24,680,N921MT
DOV,LXV,4/13/24,1900,N921MT
LXV,MMU,4/24/24,1500,N921MT
MMU,ORL,5/4/24,930,N921MT
EVB,RIL,5/8/24,2200,N921MT
ORL,EVB,5/8/24,440,N921MT
RIL,ORL,5/12/24,1700,N921MT
ORL,MMU,5/15/24,930,N921MT
MMU,LAS,5/21/24,3800,N921MT
LAS,RIL,5/22/24,510,N921MT
RIL,ORL,5/24/24,1800,N921MT
HIO,LAS,5/29/23,800,N943FL
LAS,HIO,5/29/23,760,N943FL
HIO,RDM,6/3/23,740,N943FL
RDM,HIO,6/3/23,520,N943FL
HIO,RDM,6/23/23,760,N943FL
RDM,HIO,6/23/23,730,N943FL
HIO,RDM,7/8/23,980,N943FL
RDM,HIO,7/8/23,900,N943FL
RDM,HIO,7/9/23,720,N943FL
HIO,PDX,7/17/23,470,N943FL
PDX,DUB,7/18/23,4700,N943FL
DUB,SNN,7/27/23,5000,N943FL
HIO,PDX,8/3/23,400,N943FL
PDX,DUB,8/5/23,4100,N943FL
DUB,SNN,8/7/23,450,N943FL
FAB,DUB,8/10/23,380,N943FL
DUB,SNN,8/13/23,3700,N943FL
GEG,HIO,8/14/23,540,N943FL
HIO,BFI,8/18/23,830,N943FL
HIO,RDM,8/18/23,840,N943FL
RDM,HIO,8/18/23,680,N943FL
BFI,HIO,8/19/23,720,N943FL
HIO,PDX,9/5/23,490,N943FL
PDX,DUB,9/6/23,5800,N943FL
ATH,SMI,9/8/23,500,N943FL
DUB,SNN,9/8/23,1800,N943FL
ATH,SMI,9/17/23,2400,N943FL
DBV,DBV,9/17/23,630,N943FL
DUB,SNN,9/18/23,5800,N943FL
PDX,RDM,9/19/23,980,N943FL
RDM,HIO,9/19/23,830,N943FL
HIO,DUB,9/23/23,5700,N943FL
DUB,SNN,9/25/23,5300,N943FL
BFI,HIO,9/26/23,1000,N943FL
HIO,PDX,10/11/23,430,N943FL
PDX,VNY,10/12/23,820,N943FL
VNY,TRM,10/12/23,1000,N943FL
RDM,HIO,10/13/23,630,N943FL
TRM,RDM,10/13/23,850,N943FL
HIO,VNY,10/15/23,960,N943FL
VNY,HIO,10/15/23,880,N943FL
HIO,LAS,10/27/23,900,N943FL
LAS,HIO,10/29/23,500,N943FL
EUG,HIO,11/12/23,450,N943FL
HIO,EUG,11/12/23,800,N943FL
HIO,HNL,11/19/23,2800,N943FL
HNL,HIO,11/26/23,3300,N943FL
HIO,VNY,12/3/23,1100,N943FL
VNY,HIO,12/4/23,830,N943FL
HIO,LAS,12/9/23,930,N943FL
LAS,HIO,12/10/23,940,N943FL
HIO,DUB,12/14/23,5900,N943FL
HIO,BUR,1/9/24,840,N943FL
BUR,HIO,1/10/24,790,N943FL
HIO,AZA,1/22/24,1200,N943FL
AZA,HIO,3/5/24,1000,N943FL
HIO,LAX,3/23/24,990,N943FL
LAX,HIO,3/24/24,1000,N943FL
LAX,HIO,3/31/24,880,N943FL
HIO,LAX,4/14/24,880,N943FL
LAX,LTN,4/16/24,5100,N943FL
LTN,SOU,4/17/24,680,N943FL
SOU,BRS,4/17/24,560,N943FL
BLK,NCL,4/18/24,680,N943FL
BRS,BLK,4/18/24,540,N943FL
NCL,INV,4/19/24,550,N943FL
INV,GLA,4/21/24,750,N943FL
KEF,KEF,4/24/24,1100,N943FL
SNN,SNN,4/24/24,450,N943FL
PDX,LAX,5/20/24,980,N943FL
HIO,TRM,5/21/24,1200,N943FL
LAX,HIO,5/21/24,890,N943FL
TRM,HIO,5/22/24,860,N943FL
PLS,FLL,1/16/24,490,N950PB
TEB,PLS,1/16/24,1200,N950PB
FLL,IAD,3/7/24,610,N950PB
IAD,YOW,3/7/24,360,N950PB
BUR,TEB,8/4/23,2200,N958TB
TEB,BUR,8/10/23,2100,N958TB
LAN,MBS,10/7/23,340,N958TB
MBS,LAN,10/7/23,370,N958TB
VNY,SJU,11/15/23,3200,N958TB
TEB,VNY,11/16/23,500,N958TB
YPQ,YYZ,11/29/23,1900,N958TB
FAJ,WJF,12/23/23,3500,N958TB
WJF,FLL,12/26/23,2200,N958TB
FLL,CUN,1/3/24,830,N958TB
CUN,SJU,1/10/24,1300,N958TB
SJU,VNY,1/15/24,3600,N958TB
VNY,EWR,1/26/24,2200,N958TB
EWR,VNY,2/7/24,2300,N958TB
VNY,CDS,2/16/24,900,N958TB
VNY,NOG,2/20/24,530,N958TB
GUP,JFN,2/21/24,1500,N958TB
NOG,VNY,2/21/24,530,N958TB
VNY,GUP,2/21/24,580,N958TB
JFN,DEN,2/22/24,1500,N958TB
CDW,POU,2/28/24,480,N958TB
OAK,SZP,3/1/24,430,N958TB
POE,MSL,3/29/24,690,N958TB
VNY,SIG,4/6/24,2900,N958TB
SIG,BQN,4/11/24,590,N958TB
BQN,LAX,4/12/24,3300,N958TB
LAX,VNY,4/12/24,380,N958TB
STT,STT,4/22/24,2900,N958TB
PHX,VNY,4/23/24,430,N958TB
VNY,TEB,4/23/24,2400,N958TB
TEB,VNY,4/24/24,2300,N958TB
VNY,TEB,4/24/24,2700,N958TB
TEB,MDE,5/8/24,2400,N958TB
MDE,EOH,5/13/24,2400,N958TB
TEB,BCN,5/21/24,3600,N958TB
RIC,FOK,7/19/23,340,N96UA
FOK,NHK,7/22/23,290,N96UA
NHK,BWI,7/24/23,190,N96UA
BWI,SWF,7/26/23,240,N96UA
HPN,FMH,7/26/23,230,N96UA
FMH,BWI,7/27/23,480,N96UA
BWI,CHA,7/30/23,660,N96UA
CHA,NHK,7/31/23,660,N96UA
NHK,BWI,8/1/23,190,N96UA
AUO,BWI,8/4/23,520,N96UA
BWI,AUO,8/4/23,530,N96UA
BWI,TEB,8/8/23,220,N96UA
NHK,SWF,8/9/23,340,N96UA
TEB,NHK,8/9/23,250,N96UA
NHK,BWI,8/11/23,190,N96UA
SWF,NHK,8/11/23,370,N96UA
BWI,NHK,8/12/23,170,N96UA
NHK,BWI,8/12/23,140,N96UA
BWI,BUR,8/15/23,1700,N96UA
BUR,STL,8/16/23,1400,N96UA
STL,WAL,8/17/23,570,N96UA
WAL,BWI,8/17/23,200,N96UA
BWI,WAL,8/18/23,210,N96UA
FRA,GWW,8/18/23,3500,N96UA
NCE,FRA,8/18/23,490,N96UA
DAM,IST,8/20/23,500,N96UA
DXB,DAM,8/20/23,970,N96UA
AMS,WOE,8/22/23,190,N96UA
BCN,BCN,8/22/23,540,N96UA
IST,IST,8/22/23,1200,N96UA
WOE,AMS,8/22/23,160,N96UA
WOE,LTN,8/22/23,270,N96UA
BUR,LAS,8/24/23,290,N96UA
LTN,MAN,8/24/23,210,N96UA
MAN,DUB,8/25/23,220,N96UA
DUB,SNN,8/26/23,2500,N96UA
BWI,TEB,9/11/23,210,N96UA
NHK,BWI,9/11/23,210,N96UA
BWI,NHK,9/14/23,250,N96UA
BWI,TEB,9/15/23,240,N96UA
TEB,BWI,9/18/23,210,N96UA
GJT,BUR,9/21/23,680,N96UA
BUR,BWI,9/23/23,2000,N96UA
BWI,PDX,9/25/23,1600,N96UA
PDX,BWI,9/27/23,1700,N96UA
BWI,LAS,9/29/23,1700,N96UA
AUO,BWI,9/30/23,550,N96UA
BWI,SBM,10/5/23,900,N96UA
SBM,BUR,10/6/23,1500,N96UA
BUR,BWI,10/9/23,1800,N96UA
BWI,TEB,10/12/23,210,N96UA
TEB,BWI,10/12/23,220,N96UA
BWI,GWW,10/15/23,460,N96UA
LAS,GWW,10/15/23,1500,N96UA
TRM,GWW,10/15/23,1600,N96UA
NRT,SGN,10/16/23,2100,N96UA
SGN,SGN,10/18/23,750,N96UA
HKG,HKG,10/19/23,540,N96UA
SHA,HIO,10/21/23,4200,N96UA
BWI,NHK,10/23/23,190,N96UA
CMA,DFW,10/23/23,1000,N96UA
NHK,BWI,10/23/23,200,N96UA
NHK,TEB,10/23/23,220,N96UA
TEB,NHK,10/23/23,270,N96UA
NHK,BWI,10/24/23,210,N96UA
BWI,NHK,11/1/23,190,N96UA
NHK,SWF,11/1/23,530,N96UA
SWF,BWI,11/1/23,220,N96UA
BWI,FRA,11/14/23,3100,N96UA
BWI,BUR,11/15/23,1800,N96UA
FRA,BWI,11/16/23,3600,N96UA
BUR,LAS,11/17/23,270,N96UA
BWI,SBY,11/19/23,180,N96UA
LAS,SBY,11/19/23,2100,N96UA
SBY,FCM,11/20/23,730,N96UA
MSP,DAL,11/22/23,650,N96UA
DAL,BWI,11/27/23,860,N96UA
BWI,LAS,12/5/23,1600,N96UA
LAS,BWI,12/6/23,1500,N96UA
BWI,PVD,12/9/23,430,N96UA
PVD,BWI,12/9/23,400,N96UA
BWI,TEB,12/11/23,210,N96UA
TEB,BWI,12/12/23,190,N96UA
BWI,TEB,12/22/23,210,N96UA
TEB,BWI,12/22/23,200,N96UA
BWI,TEB,12/28/23,220,N96UA
TEB,BWI,12/29/23,280,N96UA
BNA,MCO,12/30/23,770,N96UA
BWI,BNA,12/30/23,730,N96UA
MCO,BWI,12/31/23,650,N96UA
BWI,MIA,2/2/24,680,N96UA
VNY,PHX,2/8/24,490,N96UA
HUT,SGH,2/15/24,540,N96UA
SGH,BWI,2/17/24,370,N96UA
FDK,COE,3/9/24,1900,N96UA
NAS,WTD,3/20/24,1800,N96UA
EDW,YKF,3/24/24,1600,N96UA
BWI,AGS,4/12/24,490,N96UA
AGS,BWI,4/13/24,440,N96UA
BWI,TEB,4/13/24,370,N96UA
TEB,BWI,4/13/24,350,N96UA
BWI,UES,4/16/24,550,N96UA
UES,FAR,4/16/24,340,N96UA
FAR,IWS,4/17/24,3300,N96UA
IWS,BWI,4/17/24,890,N96UA
BWI,TEB,4/20/24,400,N96UA
TEB,BWI,4/21/24,430,N96UA
BWI,TEB,5/2/24,380,N96UA
TEB,BWI,5/3/24,430,N96UA
BWI,FAB,5/19/24,2700,N96UA
FAB,CEG,5/20/24,320,N96UA
BWI,MQT,5/28/24,550,N96UA
