airport_code,airport_name,latitude,longitude
KSAR,Sparta Community Airport (Hunter Field),38.1489,-89.6987
KSAS,Salton Sea Airport,33.2414,-115.952
KSAT,San Antonio International Airport,29.5337,-98.4698
KSAV,Savannah/Hilton Head International Airport,32.1276,-81.2021
KSAW,Sawyer International Airport,46.3536,-87.3954
KSBA,Santa Barbara Municipal Airport,34.4262,-119.84
KSBD,San Bernardino International Airport,34.0954,-117.235
KSBM,Sheboygan County Memorial Airport,43.7696,-87.8514
KSBN,South Bend International Airport,41.7087,-86.3173
KSBP,San Luis Obispo County Regional Airport (McChesney Field),35.2368,-120.642
KSBS,Steamboat Springs Airport (Bob Adams Field),40.5163,-106.866
KSBX,Shelby Airport,48.5407,-111.871
KSBY,Salisbury-Ocean City-Wicomico Regional Airport,38.3405,-75.5103
KSCB,Scribner State Airport,41.6103,-96.6299
KSCH,Schenectady County Airport,42.8525,-73.9289
KSCK,Stockton Metropolitan Airport,37.8942,-121.238
KSDF,Louisville International Airport (Standiford Field),38.1744,-85.736
KSDL,Scottsdale Airport,33.6229,-111.911
KSDM,Brown Field Municipal Airport,32.5723,-116.98
KSDY,Sidney-Richland Municipal Airport,47.7069,-104.193
KSEA,Seattle-Tacoma International Airport,47.449,-122.309
KSEE,Gillespie Field,32.8262,-116.972
KSEF,Sebring Regional Airport,27.4564,-81.3424
KSEG,Penn Valley Airport,40.8206,-76.8639
KSEM,Craig Field,32.3439,-86.9878
KSEP,Stephenville Clark Regional Airport,32.2153,-98.1777
KSER,Freeman Municipal Airport,38.9236,-85.9074
KSEZ,Sedona Airport,34.8486,-111.788
KSFB,Orlando Sanford International Airport,28.7776,-81.2375
KSFF,Felts Field,47.6828,-117.323
KSFM,Sanford Seacoast Regional Airport,43.3939,-70.708
KSFO,San Francisco International Airport,37.619,-122.375
KSFZ,North Central State Airport,41.9208,-71.4914
KSGF,Springfield-Branson National Airport,37.2457,-93.3886
KSGH,Springfield-Beckley Municipal Airport,39.8403,-83.8402
KSGJ,Northeast Florida Regional Airport,29.9592,-81.3398
KSGR,Sugar Land Regional Airport,29.6223,-95.6565
KSGT,Stuttgart Municipal Airport,34.5995,-91.575
KSGU,St. George Regional Airport,37.0364,-113.51
KSHD,Shenandoah Valley Regional Airport,38.2638,-78.8964
KSHN,Sanderson Field,47.2336,-123.148
KSHR,Sheridan County Airport,44.7692,-106.98
KSHV,Shreveport Regional Airport,32.4466,-93.8256
KSIK,Sikeston Memorial Municipal Airport,36.8989,-89.5618
KSIV,Sullivan County Airport,39.1147,-87.4483
KSIY,Siskiyou County Airport,41.7781,-122.473
KSJC,San Jose International Airport,37.3626,-121.929
KSJN,St. Johns Industrial Air Park,34.5186,-109.379
KSJT,San Angelo Regional Airport (Mathis Field),31.3577,-100.496
KSKA,Fairchild Air Force Base,47.6151,-117.656
KSKF,Kelly Field Annex / Lackland Air Force Base,29.3842,-98.5811
KSKX,Taos Regional Airport,36.4582,-105.672
KSKY,Griffing Sandusky Airport,41.4333,-82.6522
KSLB,Storm Lake Municipal Airport,42.5973,-95.2407
KSLC,Salt Lake City International Airport,40.7884,-111.978
KSLE,McNary Field,44.9095,-123.003
KSLG,Smith Field,36.1919,-94.49
KSLK,Adirondack Regional Airport,44.3853,-74.2062
KSLN,Salina Regional Airport,38.791,-97.6522
KSLO,Salem-Leckrone Airport,38.6429,-88.9642
KSLR,Sulphur Springs Municipal Airport,33.1598,-95.6211
KSMD,Smith Field,41.1434,-85.1528
KSME,Lake Cumberland Regional Airport,37.0534,-84.6159
KSMF,Sacramento International Airport,38.6954,-121.591
KSMN,Lemhi County Airport,45.1238,-113.881
KSMO,Santa Monica Municipal Airport,34.0158,-118.451
KSMS,Sumter Airport,33.995,-80.3613
KSMX,Santa Maria Public Airport (Capt. G. Allan Hancock Field),34.8989,-120.457
KSNA,John Wayne Airport (Orange County Airport),33.6757,-117.868
KSNK,Winston Field Airport,32.6934,-100.95
KSNL,Shawnee Regional Airport,35.3579,-96.9428
KSNS,Salinas Municipal Airport,36.6628,-121.606
KSNY,Sidney Municipal Airport (Lloyd W. Carr Field),41.1013,-102.985
KSOP,Moore County Airport,35.2374,-79.3912
KSOW,Show Low Regional Airport,34.2655,-110.006
KSPA,Spartanburg Downtown Memorial Airport,34.9157,-81.9565
KSPF,Black Hills Airport (Clyde Ice Field),44.4803,-103.783
KSPG,Albert Whitted Airport,27.7651,-82.627
KSPI,Abraham Lincoln Capital Airport,39.8441,-89.6779
KSPS,Sheppard Air Force Base / Wichita Falls Municipal Airport,33.9888,-98.4919
KSPW,Spencer Municipal Airport,43.1655,-95.2028
KSQI,Whiteside County Airport (Jos. H. Bittorf Field),41.7428,-89.6763
KSQL,San Carlos Airport,37.5119,-122.25
KSRC,Searcy Municipal Airport,35.2106,-91.7375
KSRQ,Sarasota-Bradenton International Airport,27.3954,-82.5544
KSRR,Sierra Blanca Regional Airport,33.4628,-105.535
KSSC,Shaw Air Force Base,33.9727,-80.4706
KSSF,Stinson Municipal Airport,29.337,-98.4711
KSSI,Malcolm McKinnon Airport,31.1518,-81.3913
KSTC,St. Cloud Regional Airport,45.5466,-94.0599
KSTE,Stevens Point Municipal Airport,44.5452,-89.5303
KSTJ,Rosecrans Memorial Airport,39.7719,-94.9097
KSTK,Sterling Municipal Airport,40.6153,-103.265
KSTL,Lambert-St. Louis International Airport,38.7487,-90.37
KSTP,St. Paul Downtown Airport (Holman Field),44.9345,-93.06
KSTS,Charles M. Schulz-Sonoma County A,38.509,-122.813
KSUA,Witham Field,27.1817,-80.2211
KSUD,Stroud Municipal Airport,35.7896,-96.6557
KSUE,Door County Cherryland Airport,44.8437,-87.4215
KSUN,Friedman Memorial Airport,43.5044,-114.296
KSUS,Spirit of St. Louis Airport,38.6621,-90.652
KSUU,Travis Air Force Base,38.2627,-121.927
KSUW,Richard I. Bong Airport,46.6897,-92.0947
KSUX,Sioux Gateway Airport (Colonel Bud Day Field),42.4026,-96.3844
KSVC,Grant County Airport,32.6365,-108.156
KSVE,Susanville Municipal Airport,40.3757,-120.573
KSVH,Statesville Regional Airport,35.7653,-80.9539
KSVN,Hunter Army Airfield,32.01,-81.1457
KSWF,New York Stewart International Airport,41.5042,-74.1047
KSWO,Stillwater Regional Airport,36.1612,-97.0857
KSWW,Avenger Field,32.4674,-100.467
KSYI,Shelbyville Municipal Airport (Bomar Field),35.5601,-86.4425
KSYN,Stanton Airfield,44.4755,-93.0163
KSYR,Syracuse Hancock International Airport,43.1112,-76.1063
KSYV,Sylvester Airport,31.5585,-83.8957
KSZL,Whiteman Air Force Base,38.7303,-93.5479
KSZN,Santa Cruz Island Airport,34.0606,-119.915
KSZP,Santa Paula Airport,34.3472,-119.061
KTAD,Perry Stokes Airport,37.2594,-104.341
KTBN,Waynesville-St. Robert Regional Airport (Forney Field),37.7416,-92.1407
KTBR,Statesboro-Bulloch County Airport,32.4827,-81.7369
KTCC,Tucumcari Municipal Airport,35.1828,-103.603
KTCL,Tuscaloosa Regional Airport,33.2206,-87.6114
KTCM,McChord Field,47.1377,-122.476
KTCS,Truth or Consequences Municipal Airport,33.2369,-107.272
KTDO,South Lewis County Airport (Ed Carlson Memorial Field),46.4772,-122.806
KTDW,Tradewind Airport,35.1699,-101.826
KTDZ,Toledo Executive Airport,41.5649,-83.4823
KTEB,Teterboro Airport,40.8501,-74.0608
KTEX,Telluride Regional Airport,37.9538,-107.908
KTHA,Tullahoma Regional Airport (William Northern Field),35.3801,-86.2464
KTHM,Thompson Falls Airport,47.5735,-115.281
KTHP,Hot Springs County-Thermopolis Municipal Airport,43.7136,-108.39
KTHV,York Airport,39.917,-76.873
KTIK,Tinker Air Force Base,35.4147,-97.3866
KTIW,Tacoma Narrows Airport,47.2679,-122.578
KTIX,Space Coast Regional Airport,28.5148,-80.7992
KTKX,Kennett Memorial Airport,36.2259,-90.0366
KTLH,Tallahassee International Airport,30.3965,-84.3503
KTLR,Mefford Field Airport,36.1563,-119.326
KTMA,Henry Tift Myers Airport,31.429,-83.4885
KTMB,Miami Executive Airport,25.6479,-80.4328
KTMK,Tillamook Airport,45.4182,-123.814
KTNP,Twentynine Palms Airport,34.1316,-115.946
KTNT,Dade-Collier Training and Transition Airport,25.8618,-80.897
KTNU,Newton Municipal Airport,41.6744,-93.0217
KTNX,Tonopah Test Range Airport,37.7988,-116.781
KTOA,Zamperini Field,33.8034,-118.34
KTOC,Toccoa Airport (R.G. LeTourneau Field),34.5938,-83.2958
KTOI,Troy Municipal Airport,31.8604,-86.0121
KTOL,Toledo Express Airport,41.5868,-83.8078
KTOP,Philip Billard Municipal Airport,39.0687,-95.6225
KTOR,Torrington Municipal Airport,42.0645,-104.153
KTPA,Tampa International Airport,27.9755,-82.5332
KTPF,Peter O. Knight Airport,27.9156,-82.4493
KTPH,Tonopah Airport,38.0602,-117.087
KTPL,Draughon-Miller Central Texas Regional Airport,31.1525,-97.4078
KTRI,Tri-Cities Regional Airport,36.4752,-82.4074
KTRK,Truckee Tahoe Airport,39.32,-120.14
KTRL,Terrell Municipal Airport,32.7092,-96.2674
KTRM,Jacqueline Cochran Regional Airport,33.6267,-116.16
KTRX,Trenton Municipal Airport,40.0836,-93.5908
KTSP,Tehachapi Municipal Airport,35.135,-118.439
KTTD,Portland-Troutdale Airport,45.5494,-122.401
KTTN,Trenton-Mercer Airport,40.2767,-74.8135
KTUL,Tulsa International Airport,36.1984,-95.8881
KTUP,Tupelo Regional Airport,34.2681,-88.7699
KTUS,Tucson International Airport,32.1161,-110.941
KTVC,Cherry Capital Airport,44.7414,-85.5822
KTVF,Thief River Falls Regional Airport,48.0657,-96.185
KTVI,Thomasville Regional Airport,30.9016,-83.8813
KTVL,Lake Tahoe Airport,38.8939,-119.995
KTWF,Magic Valley Regional Airport (Joslin Field),42.4818,-114.488
KTXK,Texarkana Regional Airport (Webb Field),33.4537,-93.991
KTYL,Taylor Airport,34.4528,-110.115
KTYR,Tyler Pounds Regional Airport,32.3541,-95.4024
KTYS,McGhee Tyson Airport,35.811,-83.994
KUBS,Columbus-Lowndes County Airport,33.4654,-88.3803
KUCC,Yucca Airstrip,36.9458,-116.038
KUCY,Everett-Stewart Regional Airport,36.3818,-88.9854
KUDD,Bermuda Dunes Airport,33.7484,-116.275
KUES,Waukesha County Airport (Crites Field),43.041,-88.2371
KUGN,Waukegan National Airport,42.4222,-87.8679
KUIL,Quillayute Airport,47.9366,-124.563
KUIN,Quincy Regional Airport (Baldwin Field),39.9427,-91.1946
KUKF,Wilkes County Airport,36.2228,-81.0983
KUKI,Ukiah Municipal Airport,39.126,-123.201
KUKT,Quakertown Airport,40.4352,-75.3819
KULM,New Ulm Municipal Airport,44.3196,-94.5023
KUNI,Ohio University Airport (Snyder Field),39.211,-82.2314
KUNU,Dodge County Airport,43.4266,-88.7032
KUNV,University Park Airport,40.8493,-77.8487
KUOS,Franklin County Airport,35.2051,-85.8981
KUOX,University-Oxford Airport,34.3843,-89.5368
KUTA,Tunica Municipal Airport,34.681,-90.3467
KUTS,Huntsville Municipal Airport (Bruce Brothers Regional),30.7469,-95.5872
KUUU,Newport State Airport,41.5324,-71.2815
KUVA,Garner Field,29.2113,-99.7436
KUZA,Rock Hill/York County Airport,34.9878,-81.0572
KVAD,Moody Air Force Base,30.9678,-83.193
KVAY,South Jersey Regional Airport,39.9429,-74.8457
KVBG,Vandenberg Air Force Base,34.7373,-120.584
KVCT,Victoria Regional Airport,28.8526,-96.9185
KVCV,Southern California Logistics Airport,34.5975,-117.383
KVDI,Vidalia Regional Airport,32.1927,-82.3712
KVEL,Vernal Regional Airport,40.4409,-109.51
KVGT,North Las Vegas Airport,36.2107,-115.194
KVHN,Culberson County Airport,31.0578,-104.784
KVIH,Rolla National Airport,38.1274,-91.7695
KVIS,Visalia Municipal Airport,36.3187,-119.393
KVJI,Virginia Highlands Airport,36.6871,-82.0333
KVKS,Vicksburg Municipal Airport,32.2393,-90.9284
KVLA,Vandalia Municipal Airport,38.9915,-89.1662
KVLD,Valdosta Regional Airport,30.7825,-83.2767
KVNC,Venice Municipal Airport,27.0716,-82.4403
KVNY,Van Nuys Airport,34.2098,-118.49
KVOK,Volk Field Air National Guard Base,43.939,-90.2534
KVPS,Destin-Fort Walton Beach Airport / Eglin Air Force Base,30.4832,-86.5254
KVPZ,Porter County Regional Airport,41.454,-87.0071
KVQQ,Cecil Airport,30.2187,-81.8767
KVRB,Vero Beach Regional Airport,27.6556,-80.4179
KVSF,Hartness State Airport,43.3436,-72.5173
KVTN,Miller Field,42.8578,-100.548
KVYS,Illinois Valley Regional Airport (Walter A. Duncan Field),41.3519,-89.1531
KWAL,Wallops Flight Facility,37.9402,-75.4664
KWAY,Greene County Airport,39.9001,-80.1331
KWBW,Wilkes-Barre Wyoming Valley Airport,41.2972,-75.8512
KWDG,Enid Woodring Regional Airport,36.3792,-97.7911
KWDR,Barrow County Airport,33.9829,-83.6674
KWEA,Parker County Airport,32.7463,-97.6824
KWHP,Whiteman Airport,34.2593,-118.413
KWJF,General William J. Fox Airfield,34.7411,-118.219
KWLD,Strother Field,37.1686,-97.0376
KWLW,Willows-Glenn County Airport,39.5164,-122.218
KWMC,Winnemucca Municipal Airport,40.8966,-117.806
KWRB,Robins Air Force Base,32.6401,-83.5919
KWRI,McGuire Air Force Base,40.0156,-74.5917
KWRL,Worland Municipal Airport,43.9657,-107.951
KWSD,Condron Army Airfield,32.3415,-106.403
KWST,Westerly State Airport,41.3496,-71.8034
KWVI,Watsonville Municipal Airport,36.9357,-121.79
KWVL,Waterville Robert LaFleur Airport,44.5332,-69.6755
KWWD,Cape May Airport,39.0085,-74.9083
KWWR,West Woodward Airport,36.438,-99.5227
KWYS,Yellowstone Airport,44.6884,-111.118
KXNA,Northwest Arkansas Regional Airport,36.2819,-94.3068
KXWA,Williston Basin International Airport,48.2597,-103.751
KYKM,Yakima Air Terminal (McAllister Field),46.5682,-120.544
KYKN,Chan Gurney Municipal Airport,42.9167,-97.3859
KYNG,Youngstown-Warren Regional Airport,41.2607,-80.6791
KZPH,Zephyrhills Municipal Airport,28.2282,-82.1559
KZZV,Zanesville Municipal Airport,39.9444,-81.8921
LATI,Tirana International Airport,41.4147,19.7206
LBBG,Burgas Airport,42.5696,27.5152
LBGO,Gorna Oryahovitsa Airport,43.1514,25.7129
LBHS,Haskovo Malevo Airport,41.8718,25.6048
LBPD,Plovdiv Airport,42.0678,24.8508
LBRS,Ruse Airport,43.6948,26.0567
LBSF,Sofia Airport,42.6967,23.4114
LBSS,Silistra Airfield,44.0552,27.1788
LBSZ,Stara Zagora Airport,42.3767,25.655
LBTG,Targovishte Airport (Buhovtsi Airfield),43.3066,26.7009
LBWN,Varna Airport,43.2321,27.8251
LCEN,Ercan International Airport,35.1547,33.4961
LCGK,Gecitkale Air Base,35.2359,33.7244
LCLK,Larnaca International Airport,34.8751,33.6249
LCPH,Paphos International Airport,34.718,32.4857
LCRA,RAF Akrotiri,34.5904,32.9879
LDDU,Dubrovnik Airport,42.5614,18.2682
LDLO,Losinj Airport,44.5658,14.3931
LDOS,Osijek Airport,45.4627,18.8102
LDPL,Pula Airport,44.8935,13.9222
LDRI,Rijeka Airport,45.2169,14.5703
LDSB,Bol Airport (Brac Airport),43.2857,16.6797
LDSP,Split Airport,43.5389,16.298
LDZA,Zagreb Airport,45.7429,16.0688
LDZD,Zadar Airport,44.1083,15.3467
LEAB,Albacete Airport,38.9485,-1.86352
LEAL,Alicante-Elche Airport,38.2822,-0.558156
LEAM,Almeria Airport,36.8439,-2.3701
LEAS,Asturias Airport (Oviedo Airport),43.5636,-6.03462
LEBA,Cordoba Airport,37.842,-4.84888
LEBB,Bilbao Airport,43.3011,-2.91061
LEBG,Burgos Airport,42.3576,-3.62076
LEBL,Barcelona El Prat Airport,41.2971,2.07846
LEBZ,Badajoz Airport (Talavera la Real Air Base),38.8913,-6.82133
LECH,Castellon-Costa Azahar Airport,40.2139,0.073333
LECO,A Coruna Airport,43.3021,-8.37726
LEDA,Lleida-Alguaire Airport,41.7282,0.535023
LEGE,Girona-Costa Brava Airport,41.901,2.76055
LEGR,Federico Garcia Lorca Airport (Granada Jaen Airport),37.1887,-3.77736
LEHC,Huesca-Pirineos Airport,42.0761,-0.316667
LEIB,Ibiza Airport,38.8729,1.37312
LEJR,Jerez Airport (La Parra Airport),36.7446,-6.06011
LELC,Murcia-San Javier Airport,37.775,-0.812389
LELN,Leon Airport,42.589,-5.65556
LELO,Logrono-Agoncilo,42.461,-2.32224
LEMD,Adolfo Suarez Madrid-Barajas Airport,40.4719,-3.56264
LEMG,Malaga Airport,36.6749,-4.49911
LEMH,Menorca Airport (Mahon Airport),39.8626,4.21865
LEMI,Region de Murcia International Airport,37.803,-1.125
LEMO,Moron Air Base,37.1749,-5.61594
LEPA,Palma de Mallorca Airport,39.5517,2.73881
LEPP,Pamplona Airport,42.77,-1.64633
LERL,Ciudad Real Central Airport,38.8564,-3.97
LERS,Reus Airport,41.1474,1.16717
LERT,Naval Station Rota,36.6452,-6.34946
LESA,Salamanca Airport,40.9521,-5.50199
LESO,San Sebastian Airport,43.3565,-1.79061
LEST,Santiago de Compostela Airport,42.8963,-8.41514
LESU,Andorra–La Seu d'Urgell Airport,42.3386,1.40917
LETL,Teruel Airport,40.403,-1.2183
LETO,Madrid-Torrejon Airport,40.4967,-3.44587
LEVC,Valencia Airport,39.4893,-0.481625
LEVD,Valladolid Airport,41.7061,-4.85194
LEVT,Vitoria Airport,42.8828,-2.72447
LEVX,Vigo-Peinador Airport,42.2318,-8.62677
LEXJ,Santander Airport,43.4271,-3.82001
LEZG,Zaragoza Airport,41.6662,-1.04155
LEZL,Seville Airport,37.418,-5.89311
LFAB,Dieppe - Saint-Aubin Airport,49.8825,1.08528
LFAC,Calais-Dunkerque Airport,50.9621,1.95476
LFAQ,Albert - Picardie Airport,49.9715,2.69766
LFAT,Le Touquet - Cote d'Opale Airport,50.5174,1.62059
LFBA,Agen La Garenne Airport,44.1747,0.590556
LFBD,Bordeaux-Merignac Airport,44.8283,-0.715556
LFBE,Bergerac Dordogne Perigord Airport,44.8253,0.518611
LFBG,Cognac - Chateaubernard Air Base,45.6583,-0.3175
LFBH,La Rochelle - Ile de Re Airport,46.1792,-1.19528
LFBI,Poitiers-Biard Airport,46.5877,0.306666
LFBK,Montlucon - Gueret Airport,46.2226,2.36396
LFBL,Limoges - Bellegarde Airport,45.8628,1.17944
LFBN,Niort - Souche Airport,46.3135,-0.394529
LFBO,Toulouse-Blagnac Airport,43.6291,1.36382
LFBP,Pau Pyrenees Airport,43.38,-0.418611
LFBT,Tarbes-Lourdes-Pyrenees Airport,43.1787,-0.006439
LFBU,Angouleme - Cognac International Airport,45.7292,0.221456
LFBX,Perigueux Bassillac Airport,45.1981,0.815556
LFBZ,Biarritz Pays Basque Airport,43.4683,-1.53111
LFCC,Cahors - Lalbenque Airport,44.3514,1.47528
LFCI,Le Sequestre Airport,43.9139,2.11306
LFCK,Castres-Mazamet Airport,43.5563,2.28918
LFCR,Rodez-Marcillac Airport,44.4079,2.48267
LFCY,Royan - Medis Aerodrome,45.6281,-0.9725
LFDN,Rochefort - Saint-Agnant Airport,45.8878,-0.983056
LFEY,Ile d'Yeu Aerodrome,46.7186,-2.39111
LFGA,Colmar - Houssen Airport,48.1099,7.35901
LFGJ,Dole-Jura Airport,47.0427,5.43506
LFHM,Megeve Altiport,45.8208,6.65222
LFHO,Aubenas Aerodrome (Arddecheche Meridionale Aerodrom),44.5442,4.37219
LFHP,Le Puy - Loudes Airport,45.0807,3.76289
LFHS,Bourg – Ceyzériat Airport,46.2056,5.29167
LFHU,Alpe d'Huez Airport,45.0883,6.08472
LFHY,Moulins – Montbeugny Airport,46.5344,3.42167
LFJL,Metz-Nancy-Lorraine Airport,48.9821,6.25132
LFJR,Angers - Loire Airport,47.5603,-0.312222
LFKB,Bastia - Poretta Airport,42.5527,9.48373
LFKC,Calvi - Sainte-Catherine Airport,42.5244,8.79306
LFKF,Figari-Sud Corse Airport,41.5006,9.09778
LFKJ,Ajaccio Napoleon Bonaparte Airport,41.9236,8.80292
LFKO,Propriano Airport,41.6606,8.88975
LFKS,Solenzara Air Base,41.9244,9.406
LFKX,Meribel Altiport,45.407,6.57794
LFLA,Auxerre - Branches Aerodrome,47.8502,3.49711
LFLB,Chambery-Savoie Airport,45.6381,5.88023
LFLC,Clermont-Ferrand Auvergne Airport,45.7867,3.16917
LFLD,Bourges Airport,47.0581,2.37028
LFLJ,Courchevel Altiport,45.3967,6.63472
LFLL,Lyon-Saint-Exupery Airport,45.7256,5.08111
LFLN,Saint-Yan Airport (Charolais Bourgogne Sud Airport),46.4125,4.01326
LFLO,Roanne Renaison Airport,46.0583,4.00139
LFLP,Annecy - Haute-Savoie - Mont Blanc Airport,45.9308,6.10639
LFLS,Grenoble-Isere Airport,45.3629,5.32937
LFLU,Valence-Chabeuil Airport,44.9216,4.9699
LFLV,Vichy - Charmeil Airport,46.1697,3.40374
LFLW,Aurillac - Tronquieres Airport,44.8914,2.42194
LFLX,Chateauroux-Centre Marcel Dassault Airport,46.8603,1.72111
LFLY,Lyon-Bron Airport,45.7272,4.94427
LFMA,Aix-en-Provence Aerodrome,43.5056,5.36778
LFMD,Cannes - Mandelieu Airport,43.542,6.95348
LFMH,Saint-Etienne-Boutheon Airport,45.5406,4.29639
LFMI,Istres-Le Tubé Air Base,43.5244,4.94167
LFMK,Carcassonne Airport,43.216,2.30632
LFML,Marseille Provence Airport,43.4393,5.22142
LFMN,Nice Cote d'Azur Airport,43.6584,7.21587
LFMP,Perpignan-Rivesaltes Airport,42.7404,2.87067
LFMQ,Le Castellet Airport,43.2525,5.78519
LFMR,Barcelonnette - Saint-Pons Airport,44.3872,6.60919
LFMT,Montpellier-Mediterranee Airport (Frejorgues Airport),43.5762,3.96301
LFMU,Beziers Cap d'Agde Airport,43.3235,3.3539
LFMV,Avignon - Provence Airport,43.9073,4.90183
LFNA,Gap-Tallard Airport,44.455,6.03778
LFNB,Brenoux Airport,44.5021,3.53282
